CompanyID,SalesOfMainProduct,SalesOfOtherProduct,Monthly budget,PrimaryType,Rank,YearFounded,CompanyStatus,OriginCity,OriginCountry,Investments,TodaysClients,ReturningClient,TotalActiveClients,ClientsInTheLast7Days,ClientsInTheLast6Months,ClientsInTheLast12Months,TotalClientsInTheLast7Days,TotalClientsInTheLast6Months,TotalClientsInTheLast12Months
233725-60,0,0,,Angel (individual),,,,Madrid,Spain,2,6,2,5,,,,,1,1
233725-96,0,0,,Angel (individual),,,,,,1,2,1,2,,,,,,
233726-23,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
233728-66,0,0,,Pets,,,,,,9,16,9,14,,1,2,,1,4
233733-88,0,0,,Other,,,,,,1,1,1,1,,,,,,
233737-12,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
233737-39,0,0,,Other,,2016,,,Singapore,2,3,2,3,,,1,,,1
233739-55,0,0,11,Pets,,2015,Actively Seeking New Employees,London,United Kingdom,6,14,6,12,,,,,,
233744-86,0,0,,Pets,,,Actively Seeking New Employees,Ottawa,Canada,5,5,4,4,,2,2,,2,2
233756-65,0,0,,Angel (individual),,,,,,1,3,1,3,,,,,,
233768-62,0,0,,Alcohol,,,Actively Seeking New Employees,,,1,2,1,2,,,1,,,1
233770-15,0,0,,Angel (individual),,,,Los Angeles,United States,1,1,1,1,,,,,,
233771-05,0,0,,Angel (individual),,,,Los Angeles,United States,1,3,1,3,,,,,,
233772-94,0,0,,Pets,,2010,Actively Seeking New Employees,Geneva,Switzerland,2,4,2,4,,1,1,,1,1
233793-19,0,0,50,Growth/Expansion,44.9284925,2017,Actively Seeking New Employees,Summit,United States,8,13,8,12,,2,4,,3,5
233804-62,0,0,,Angel (individual),,,,Mumbai,India,2,3,1,2,,,1,,,1
233805-97,0,0,,Pets,,2018,Actively Seeking New Employees,Berlin,Germany,10,15,6,9,,1,3,,1,5
233809-48,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
233809-93,0,0,,Angel (individual),,,,New York,United States,1,1,1,1,,,,,,
233814-34,0,0,,Angel (individual),,,,,,1,2,1,2,,,,,,
233815-96,0,0,,Toys,,,,,,1,11,1,11,,,,,2,6
233816-23,0,0,,Angel (individual),,,,,,4,4,4,4,,2,2,,2,2
233816-86,0,0,,Real Estate,,2016,Actively Seeking New Employees,San Francisco,United States,1,2,1,2,,,,,,
233819-83,0,0,,Pets,,2018,Actively Seeking New Employees,Toronto,Canada,1,5,1,5,,,,,,
233824-60,0,0,,Pets,,,,,,1,1,1,1,,,,,,
233835-22,0,0,,VC-Backed Company,,2017,,Los Angeles,United States,1,1,1,1,,,1,,,1
233849-71,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
233849-98,0,0,,Banking,,,,,,1,1,1,1,,,,,,
233851-24,0,0,,Pets,,,Actively Seeking New Employees,,Netherlands,4,4,3,3,,,1,,,1
233852-50,0,0,,Banking,,,,,,1,2,1,1,,,,,,
233855-56,0,0,,Angel (individual),,,,Dublin,Ireland,1,3,1,3,,,,,,
233861-32,0,0,,Banking,,2017,Will Consider New Projects,Norwalk,United States,2,2,2,2,,,,,,
233868-79,0,0,,Angel (individual),,,,Mill Valley,United States,1,1,1,1,,,,,,
233869-78,0,0,,Angel (individual),,,,London,United Kingdom,1,1,1,1,,,,,,
233870-05,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
233870-32,0,0,,Angel (individual),,,,London,United Kingdom,1,1,1,1,,,,,,
233872-30,0,0,,Toys,,,,,,1,1,1,1,,,,,,
233879-50,0,0,,Angel (individual),,,,New York,United States,1,3,1,3,,,,,,
233879-77,0,0,,Angel (individual),,,,New York,United States,1,1,1,1,,,,,,
233881-48,0,0,,Pharma,,2011,Actively Seeking New Employees,Chicago,United States,2,3,1,2,,,,,,
233890-12,0,0,,Angel (individual),,,Actively Seeking New Employees,Los Angeles,United States,3,3,3,3,,,1,,,1
233890-57,0,0,,Real Estate,,,,,,1,1,1,1,,,,,,
233892-82,0,0,,Pets,,,Actively Seeking New Employees,Grand Caymen,Cayman Islands,1,1,1,1,,,,,,
233895-97,0,0,,Angel (individual),,,,,,1,3,1,3,,,,,,
233900-38,0,0,,Pets,,,,,,8,8,6,6,,1,3,,1,3
233904-25,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
233904-34,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
233904-43,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
233907-13,0,0,37.4,Pets,,2015,Actively Seeking New Employees,Sydney,Australia,3,5,3,5,,1,3,,1,3
233908-39,0,0,,Angel (individual),,,,,,2,2,2,2,,,,,,
233908-48,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
233908-57,0,0,,Angel (individual),,,,Los Angeles,United States,1,1,1,1,,,,,,
233908-66,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
233908-75,0,0,,Angel (individual),,,,San Francisco,United States,1,3,1,3,,,,,,
233908-84,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
233908-93,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
233909-11,0,0,,Angel (individual),,,Actively Seeking New Employees,Minneapolis,United States,1,1,1,1,,,,,,
233909-38,0,0,,Other,,,,,,3,3,1,1,,,,,,
233910-10,0,0,,Angel (individual),,,,London,United Kingdom,1,1,1,1,,,,,,
233910-91,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
233916-58,0,0,,Pets,,,Actively Seeking New Employees,Berlin,Germany,12,13,12,13,,,1,,1,2
233921-98,0,0,,Banking,,,,,,2,4,1,3,,1,1,,1,1
233957-71,0,0,,Banking,,,,,,1,2,1,2,,,,,,
233966-71,0,0,,Pets,,2018,Actively Seeking New Employees,Boston,United States,10,21,9,20,,1,1,,4,5
233968-87,0,0,,Angel (individual),,,,,,2,2,2,2,,,,,,
233968-96,0,0,,Angel (individual),,,,,,2,3,2,3,,,,,1,1
233974-99,0,0,,Angel (individual),,,,,,1,2,1,1,,,1,,,1
233979-58,0,0,,Angel (individual),,,,Norwood,United States,1,1,1,1,,,1,,,1
233979-76,0,0,,Other,,,,,,2,2,1,1,,,1,,,1
233980-21,0,0,,Angel (individual),,,,Tel Aviv,Israel,1,3,1,3,,1,1,,1,1
233987-95,0,0,1,Pets,,2015,Actively Seeking New Employees,New York,United States,2,3,2,3,,,1,,,1
233998-84,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
233998-93,0,0,,Angel (individual),,,,London,United Kingdom,1,1,1,1,,,,,,
234003-97,0,0,,Angel (individual),,,,,,1,2,1,2,,,,,,
234005-50,0,0,,Pets,,,,,,1,3,1,2,,1,1,,1,1
234007-21,0,0,,Pets,,2016,Actively Seeking New Employees,Sydney,Australia,1,1,1,1,,,,,,
234007-48,0,0,,Pets,,,,,,1,1,1,1,,,,,,
234013-42,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234014-05,0,0,,Angel (individual),,,,Saint Louis,United States,1,1,1,1,,,1,,,1
234014-32,0,0,,Angel (individual),,,,Reston,United States,1,1,1,1,,,1,,,1
234014-41,0,0,,Angel (individual),,,,New York,United States,2,2,2,2,,1,2,,1,2
234016-75,0,0,,Angel (individual),,,Actively Seeking New Employees,,,1,2,1,2,,,,,,
234016-84,0,0,,Toys,,,,,,1,2,1,2,,,,,,
234017-02,0,0,,Angel (individual),,,,,,1,1,1,1,,,1,,,1
234017-11,0,0,,Angel (individual),,,,,United States,1,1,1,1,,,1,,,1
234017-29,0,0,,Angel (individual),,,,Mountain View,United States,7,8,7,7,,,1,,,1
234018-19,0,0,,Angel (individual),,,,Las Vegas,United States,1,1,1,1,,,,,,
234018-28,0,0,,Angel (individual),,,,San Francisco,United States,3,4,3,4,,2,2,,2,2
234023-59,0,0,,Angel (individual),,,,Los Angeles,United States,1,3,1,2,,,,,2,2
234023-86,0,0,,Angel (individual),,,,San Francisco,United States,1,2,1,2,,,,,,1
234027-91,0,0,,Pets,,,,,,1,1,1,1,,,,,,
234031-15,0,0,,Angel (individual),,,,San Francisco,United States,1,1,1,1,,,,,,
234031-24,0,0,,Angel (individual),,,,New York,United States,1,1,1,1,,,,,,
234033-94,0,0,,Banking,,,,,,1,6,1,1,,,,,,
234040-87,0,0,50,Pets,50,2015,Actively Seeking New Employees,Austin,United States,1,2,1,2,,,,,,
234045-10,0,0,,Banking,,,,,,1,1,1,1,,,,,,
234052-75,0,0,,Angel (individual),,,,New York,United States,2,2,2,2,,,,,,
234053-02,0,0,,Angel (individual),,,,Seattle,United States,1,1,1,1,,,,,,
234053-20,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234053-29,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234055-81,0,0,,Toys,,,,,,1,6,1,6,,,,,,
234071-11,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234071-83,0,0,,Office,,,Actively Seeking New Employees,,United States,4,5,3,4,,1,2,,1,2
234073-27,0,0,,Angel (individual),,,,,,1,3,1,3,,,,,,
234076-51,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234076-78,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234080-11,0,0,,Pets,,,,,,11,13,10,12,1,2,3,3,4,5
234082-63,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234085-51,0,0,,Limited Partner,,2014,Actively Seeking New Employees,Z������������������,Switzerland,1,1,1,1,,,1,,,1
234091-45,0,0,,Angel (individual),,,,Tokyo,Japan,3,9,3,9,,,,,,
234091-63,0,0,,Banking,,,,,,1,2,1,2,,,,,,
234096-40,0,0,30,Office,1.78803634,2016,Actively Seeking New Employees,San Francisco,United States,1,1,1,1,,,,,,
234102-97,0,0,,Angel (individual),,,,New York,United States,2,2,2,2,,,,,,
234112-33,0,0,,Banking,,,,,,1,1,1,1,,,,,,
234125-65,0,0,,Angel (individual),,,,,,2,2,1,1,,,,,,
234128-62,0,0,,Banking,,,,,,1,1,1,1,,,,,,
234137-17,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234148-42,0,0,,Toys,,2017,Actively Seeking New Employees,London,United Kingdom,2,28,2,28,,,,,,
234155-44,0,0,,Other,,,,,,1,3,1,2,,,,,,
234156-61,0,0,,Other,,,,,,1,1,1,1,,,,,,
234156-88,0,0,,Pets,7.218,2019,Actively Seeking New Employees,Tel Aviv,Israel,3,14,3,13,,,,,1,2
234157-51,0,0,,Angel (individual),,,,,,1,2,1,1,,,,,,
234159-13,0,0,,Angel (individual),,,Actively Seeking New Employees,Amsterdam,Netherlands,1,1,1,1,,,,,,
234166-60,0,0,,Banking,,,,,,1,2,1,1,,,1,,,1
234173-62,0,0,,Pets,,,,,,2,3,1,2,,,,,,
234173-89,0,0,,Holding Company,,,,,,2,2,1,1,,,,,,
234173-98,0,0,,Banking,,,,,,2,3,2,3,,,,,,
234175-69,0,0,,Angel (individual),,,,Boston,United States,1,1,1,1,,,,,,
234177-94,0,0,,Electronics,,2018,Actively Seeking New Employees,London,United Kingdom,1,5,1,5,,,,,,3
234194-86,0,0,,Impact Investing,,,,,,1,2,1,2,,,,,,
234201-52,0,0,,Angel (individual),,,,,,1,2,1,2,,,,,,
234202-96,0,0,,Angel (individual),,,,,,2,2,1,1,,,,,,
234203-14,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234203-23,0,0,,Angel (individual),,,,Nashville,United States,1,1,1,1,,,,,,
234203-59,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234203-77,0,0,,Angel (individual),,,,Ramat Gan,Israel,1,1,1,1,,,,,,
234203-86,0,0,,Toys,,,,,,3,8,3,8,,,,,,
234203-95,0,0,,Pets,,,Actively Seeking New Employees,San Jose,United States,7,10,7,10,,1,1,,1,1
234204-22,0,0,,Other,,,,,,2,2,1,1,,,,,,
234216-73,0,0,,Pets,,,,,,1,1,1,1,,,,,,
234216-82,0,0,,Alcohol,,1997,Actively Seeking New Employees,Seattle,United States,1,1,1,1,,,,,,
234229-42,0,0,,Pets,,2018,Actively Seeking New Employees,Singapore,Singapore,1,9,1,9,,,,,1,3
234230-32,0,0,,Angel (individual),,,,San Diego,United States,1,2,1,2,,1,1,,1,1
234232-93,0,0,,Angel (individual),,,Actively Seeking New Employees,,,1,1,1,1,,,,,,
234234-64,0,0,,Toys,,,,,,1,1,1,1,,,,,,
234238-06,0,0,,Angel (individual),,,,,,5,5,4,4,,,,,,
234241-39,0,0,,Angel (individual),,,,Alpharetta,United States,1,3,1,3,,,,,,
234242-20,0,0,,Growth/Expansion,47.8,2018,Actively Seeking New Employees,New York,United States,6,7,6,7,,1,1,,2,2
234244-36,0,0,,Pets,,,,,,1,1,1,1,,,,,,
234256-24,0,0,,Banking,,,,,,2,3,2,3,,1,2,,1,2
234259-93,0,0,,Angel (individual),,,,Berlin,Germany,2,2,1,1,,,,,,
234264-25,0,0,,Other,,,,,,1,2,1,2,,,,,,
234273-07,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234274-96,0,0,,Banking,,,,,,1,1,1,1,,,,,,
234327-79,0,0,,Angel (individual),,,,Greenwood Village,United States,2,8,2,8,,,,,,
234328-96,0,0,2,Pets,0.5,2018,Actively Seeking New Employees,Chicago,United States,5,13,4,11,,,1,,2,4
234330-13,0,0,176.5893301,Pets,,2018,Actively Seeking New Employees,Toronto,Canada,6,6,6,6,,1,3,,1,3
234341-02,0,0,,Pets,,,,,,1,3,1,1,,,,,,
234355-06,0,0,287.6,Pets,78.818184,2018,Actively Seeking New Employees,San Francisco,United States,9,13,8,12,,3,5,,5,7
234356-05,0,0,,Food,27.06160616,2004,Actively Seeking New Employees,Austin,United States,1,3,1,3,,,1,,,1
234360-46,0,0,,Alcohol,,,Actively Seeking New Employees,Boston,United States,1,1,1,1,,1,1,,1,1
234361-18,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234377-47,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234377-74,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234383-59,0,0,,Other,,,,,,1,2,1,2,,,,,,
234383-77,0,0,,Other,,,,,,1,1,1,1,,,,,,
234384-49,0,0,130,Angel (individual),,,,New York,United States,6,9,5,8,,,,,,1
234384-58,0,0,,Angel (individual),,,,Los Angeles,United States,1,4,1,4,,1,1,,1,1
234384-67,0,0,,Angel (individual),,,,,,1,2,1,2,,,,,,
234385-66,0,0,,Angel (individual),,,,,,2,2,1,1,,,1,,,1
234391-60,0,0,,Angel (individual),,,Actively Seeking New Employees,,,1,1,1,1,,,,,,
234391-69,0,0,,Angel (individual),,,Actively Seeking New Employees,,,1,1,1,1,,,,,,
234391-78,0,0,,Angel (individual),,,Actively Seeking New Employees,Broomfield,United States,1,1,1,1,,,,,,
234391-87,0,0,,Angel (individual),,,Actively Seeking New Employees,New York,United States,1,1,1,1,,,,,,
234400-87,0,0,,Angel (individual),,,,Yokneam Illit,Israel,1,3,1,3,,,,,1,1
234400-96,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234408-97,0,0,,Angel (individual),,,,San Francisco,United States,2,3,2,3,,,,,1,1
234424-90,0,0,,Angel Group,,,,,,1,1,1,1,,,,,,
234438-58,0,0,,Angel (individual),,,,Los Angeles,United States,1,5,1,5,,,,,1,1
234446-95,0,0,,Angel (individual),,,,,,3,4,3,3,,,,,,
234447-04,0,0,,Toys,,,,,,2,4,2,4,,,,,,
234447-13,0,0,,Angel (individual),,,,,,1,2,1,1,,,,,,
234447-67,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234450-91,0,0,,Angel (individual),,,,,,3,3,3,3,,1,1,,1,1
234451-00,0,0,,Angel (individual),,,,Amsterdam,Netherlands,2,3,2,3,,,,,,
234451-09,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234451-27,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234463-60,0,0,,Office,,2018,Actively Seeking New Employees,Newport News,United States,6,7,6,7,,,1,,,1
234465-85,0,0,200,Food,30,,Actively Seeking New Employees,Singapore,Singapore,2,8,2,8,,2,2,,4,4
234469-99,0,0,208,Other,238.1941468,,,San Francisco,United States,10,11,7,8,,2,4,,2,4
234473-41,0,0,,Banking,,,,,,1,2,1,2,,1,1,,1,1
234473-86,0,0,,Angel (individual),,,,,,1,3,,2,,1,1,,1,1
234488-89,0,0,,Angel (individual),,,,,,2,2,2,2,,,1,,,1
234489-52,0,0,,Angel (individual),,,,,,2,7,2,7,,,,,,
234490-51,0,0,,Real Estate,,2005,Actively Seeking New Employees,Franklin,United States,1,1,1,1,,,,,,
234513-73,0,0,,Pets,,,Actively Seeking New Employees,,,1,5,1,5,,,,,,
234519-49,0,0,,Other,,,,,,1,3,1,3,,,,,,
234520-48,0,0,,Family Office,,,,,,1,1,1,1,,,,,,
234520-57,0,0,,Angel (individual),,,,,,1,2,1,2,,,,,,1
234531-19,0,0,200,Pets,,2019,Actively Seeking New Employees,Chevy Chase,United States,2,2,2,2,,1,2,,1,2
234542-35,0,0,,Pets,,,,,,1,1,1,1,,,,,,
234545-95,0,0,,Angel (individual),,,,,,1,2,1,1,,,,,,
234552-79,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234553-06,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234562-15,0,0,,Pets,,2006,Actively Seeking New Employees,Austin,United States,3,3,2,2,,,1,,,1
234574-48,0,0,,Angel (individual),,,,,,2,2,1,1,,,,,,
234574-84,0,0,,Angel (individual),,,,Munich,Germany,2,2,1,1,,,,,,
234576-01,0,0,,Pets,,,Actively Seeking New Employees,,,2,5,2,5,,,1,,1,2
234577-63,0,0,,Angel (individual),,,,London,United Kingdom,1,3,1,3,,,,,,1
234578-35,0,0,,Banking,,,,,,2,3,1,1,,,,,,
234579-25,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234579-52,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234579-70,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234580-69,0,0,,Other,,,,,,1,1,1,1,,,,,,
234582-76,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234582-94,0,0,,Angel (individual),,,,,,2,2,1,1,,,1,,,1
234583-03,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234584-92,0,0,,Angel (individual),,,,,,1,2,1,2,,,,,,
234589-06,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234589-15,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234589-24,0,0,,Angel (individual),,,,New York,United States,1,2,1,2,,,,,,
234597-70,0,0,,Toys,4,2013,Actively Seeking New Employees,Barcelona,Spain,3,36,2,27,,,1,,3,9
234604-81,0,0,,Angel (individual),,,,Tokyo,Japan,2,3,2,3,,,1,,,1
234607-24,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234610-30,0,0,,Angel (individual),,,,Porto Alegre,Brazil,1,2,1,2,,,,,1,1
234619-48,0,0,48.3889699,Pets,,2018,Actively Seeking New Employees,London,United Kingdom,6,6,5,5,,,1,,,1
234629-74,0,0,,Angel (individual),,,,London,United Kingdom,1,6,1,4,,,,,1,1
234630-28,0,0,,Angel (individual),,,,,,2,3,1,2,,,,,,
234630-37,0,0,,Angel (individual),,,,,,3,9,2,8,,,,,2,3
234631-45,0,0,,Pets,,,Out of Business,Madrid,Spain,1,1,1,1,,,,,,
234634-69,0,0,,Pets,,,,,,2,2,2,2,,,,,,
234644-59,0,0,,Other,,,,,,1,1,1,1,,,,,,
234644-68,0,0,,Angel (individual),,,,San Francisco,United States,1,3,1,3,,,,,1,1
234656-11,0,0,,Angel (individual),,,,,,2,3,1,2,,,,,,
234661-42,0,0,,Angel (individual),,,,Tallinn,Estonia,1,2,1,2,,,,,,
234661-87,0,0,,Angel (individual),,,,New York,United States,1,6,1,6,,,,,5,5
234661-96,0,0,,Angel (individual),,,,Tallinn,Estonia,1,1,1,1,,,,,,
234662-05,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234662-86,0,0,,Toys,,,,,,1,1,1,1,,,,,,
234664-12,0,0,50,Pets,50,2018,Actively Seeking New Employees,Denver,United States,3,4,3,4,,1,2,,2,3
234669-61,0,0,,Angel (individual),,,,,,1,2,1,2,,1,1,,1,2
234674-38,0,0,,Angel (individual),,,,,,3,3,3,3,,,,,,
234674-65,0,0,,Angel (individual),,,,Industry,United States,1,1,1,1,,,,,,
234675-91,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234677-08,0,0,,Family Office,,2016,Actively Seeking New Employees,Vancouver,Canada,1,2,1,2,,,,,,
234691-48,0,0,,Angel (individual),,,,,,3,4,3,4,,1,1,,1,2
234691-66,0,0,,Pets,,,,,,1,3,1,3,,,,,,
234693-73,0,0,,Angel (individual),,,,,,1,2,,1,,1,1,,1,1
234693-82,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234695-89,0,0,,Angel (individual),,,,,,1,2,1,1,,,,,,
234695-98,0,0,,Angel (individual),,,,Oakland,United States,1,2,1,2,,,,,,
234697-15,0,0,,Banking,,,,,,1,1,1,1,,,,,,
234697-24,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234709-93,0,0,,Angel (individual),,,,Chesterfield,United States,1,1,1,1,,,,,,
234710-74,0,0,,Angel (individual),,,,New York,United States,5,6,5,6,,1,2,,2,3
234721-54,0,0,,Pets,,2018,,Boston,United States,1,2,1,2,,1,1,,2,2
234745-48,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234745-57,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234745-66,0,0,,Other,,,,,,1,1,1,1,,,,,,
234745-93,0,0,,Office,,2016,Actively Seeking New Employees,Frankfurt,Germany,1,10,1,9,,,,,,
234746-11,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234746-20,0,0,,Angel (individual),,,,,,2,2,2,2,,1,1,,1,1
234746-29,0,0,,Angel (individual),,,,Atlanta,United States,1,1,1,1,,,,,,
234751-15,0,0,,Office,,,Actively Seeking New Employees,Ganei Tikva,Israel,3,4,2,3,,,1,,,1
234755-74,0,0,,Limited Partner,,,,,,2,2,1,1,,,,,,
234758-17,0,0,,Angel (individual),,,,San Francisco,United States,1,3,1,2,,,,,,
234772-12,0,0,,Banking,,,,,,1,2,1,2,,,,,,
234779-77,0,0,,Gardening,,2013,Actively Seeking New Employees,Lehi,United States,1,3,1,1,,,,,1,1
234781-03,0,0,,Angel (individual),,,,,,2,8,2,7,,,,,2,4
234781-93,0,0,10,Toys,,2016,Actively Seeking New Employees,Pathumwan,Thailand,1,15,1,15,,,,,,
234782-29,0,0,,Other,,,,,,1,1,1,1,,,,,,
234792-82,0,0,,Other,,,,,,2,2,2,2,,,,,,
234792-91,0,0,,Angel (individual),,,,,,2,4,1,3,,,,,1,1
234793-63,0,0,,Other,,,,,,1,1,1,1,,,,,,
234802-36,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234803-89,0,0,,Angel (individual),,,,,,3,3,2,2,,,1,,,1
234811-09,0,0,,Pets,,,,,,1,1,1,1,,,,,,
234822-88,0,0,,Pets,,2018,Actively Seeking New Employees,Al Khobar,Saudi Arabia,2,11,2,10,,1,1,,3,5
234830-98,0,0,220,Pets,84.21621277,2018,Actively Seeking New Employees,San Francisco,United States,20,66,15,58,,5,11,,9,28
234833-05,0,0,,Angel (individual),,,,New York,United States,1,1,1,1,,,,,,
234833-14,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234833-86,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234834-04,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234834-31,0,0,,Angel (individual),,,,,,2,2,2,2,,,,,,
234840-70,0,0,,VC-Backed Company,,2017,Actively Seeking New Employees,Valletta,Malta,2,3,1,2,,,,,,
234846-55,0,0,,Angel (individual),,,,New York,United States,2,2,1,1,,,,,,
234848-62,0,0,,Angel (individual),,,,,,1,2,1,2,,,,,,
234850-87,0,0,,Other,,,,,,4,7,4,6,,2,3,,3,4
234851-59,0,0,,Angel (individual),,,Actively Seeking New Employees,,,1,1,1,1,,,,,,
234851-68,0,0,,Banking,6.75,2015,Actively Seeking New Employees,Boston,United States,3,11,3,10,,,,,3,3
234859-51,0,0,,Angel (individual),,,,New York,United States,1,1,1,1,,,,,,
234892-72,0,0,,Pets,,,,,,1,1,1,1,,,,,,
234894-97,0,0,,Banking,,,,,,1,1,1,1,,,,,,
234895-33,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234895-42,0,0,,Angel (individual),,,Actively Seeking New Employees,Dublin,Ireland,1,1,1,1,,,,,,
234896-14,0,0,,Angel (individual),,,,Spilimbergo,Italy,2,2,1,1,,,,,,
234897-31,0,0,,Angel (individual),,,,San Mateo,United States,1,5,1,5,,,1,,2,3
234908-47,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234908-65,0,0,,Banking,,,,,,1,1,1,1,,,,,,
234909-10,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234914-41,0,0,,Angel (individual),,,,Cottonwood Heights,United States,1,2,1,2,,,,,,
234915-85,0,0,,Other,,,,,,1,1,1,1,,,1,,,1
234916-12,0,0,,Other,,,,,,2,2,2,2,,,2,,,2
234919-00,0,0,18.14586371,Impact Investing,18.14586,,Actively Seeking New Employees,Madrid,Spain,4,12,3,11,,2,4,,2,4
234932-50,0,0,100,Pets,76.5,2018,Actively Seeking New Employees,Chicago,United States,7,8,7,8,,1,3,,1,3
234932-68,0,0,,Angel (individual),,,,Madrid,Spain,3,6,3,6,,1,1,,1,1
234937-72,0,0,,Office,,2018,Actively Seeking New Employees,Menlo Park,United States,3,5,3,5,,,2,,,3
234943-93,0,0,,Banking,,,,Oklahoma City,United States,1,8,1,1,,,,,1,2
234949-33,0,0,,Other,,,,,,1,1,1,1,,,,,,
234951-31,0,0,,VC-Backed Company,,2018,,London,United Kingdom,1,3,,1,,1,1,,2,3
234961-75,0,0,,Banking,,2014,,Munich,Germany,1,2,1,2,,,,,,
234964-63,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234964-72,0,0,,Angel (individual),,,,Malmo,Sweden,1,1,1,1,,,,,,
234965-26,0,0,,Angel (individual),,,,,,1,2,1,2,,,,,,1
234966-43,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234966-61,0,0,,Pets,,,,,South Korea,1,8,1,7,,,,,,
234969-22,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
234969-40,0,0,,Angel Group,,,,,,1,1,1,1,,,,,,
234972-28,0,0,111.3,Pets,89.88847223,2018,,Boston,United States,3,4,2,3,,2,2,,2,2
234973-63,0,0,,Banking,,,,,Thailand,1,2,1,2,,1,1,,1,1
234985-06,0,0,,Pets,,,Actively Seeking New Employees,,,1,1,1,1,,,,,,
234987-58,0,0,,Other,,,,,,1,2,1,2,,,,,,
234995-77,0,0,3000,Pets,42.1048,2018,Actively Seeking New Employees,Mumbai,India,1,9,1,9,,1,1,,2,2
234996-40,0,0,,Angel (individual),,,,Bengaluru,India,1,1,1,1,,,,,,
234997-93,0,0,,Toys,,,Actively Seeking New Employees,Eindhoven,Netherlands,1,20,1,20,,,,,,
235010-17,0,0,,Angel (individual),,,,Provo,United States,1,1,1,1,,,,,,
235011-07,0,0,,Angel (individual),,,,Salt Lake City,United States,1,1,1,1,,,,,,
235011-97,0,0,,Pets,,,Actively Seeking New Employees,,,2,14,2,11,1,1,2,1,4,8
235013-68,0,0,75,Impact Investing,75,2018,Actively Seeking New Employees,Glil Yam,Israel,5,10,4,8,,,2,,,2
235020-61,0,0,,Alcohol,,2009,Actively Seeking New Employees,London,United Kingdom,2,3,1,2,,,,,,
