LandLordID,YearFounded,PreferredIndustry,LandlordOriginCity,LandlordOriginCountry,ActiveCompanies,TotalPopulationAround,Area,AllCompanyID,LastUpdated
55208-17,2009,Retail,Paris,France,14,866894.518,6,"['10364-77', '108036-37', '10826-38', '11106-37', '11180-08', '11183-95', '118979-29', '166769-83', '186697-54', '227190-25', '434356-93', '54238-24', '58004-02', '59152-78']",02/02/2021
55208-26,2009,Software,San Francisco,United States,22,615113.126,56,"['10446-40', '105884-29', '10602-37', '106104-61', '106270-66', '106540-30', '106542-64', '11215-63', '11251-81', '124929-82', '40668-76', '41604-13', '41908-24', '42715-00', '51197-41', '51566-50', '52338-79', '52685-29', '53403-58', '53775-82', '61674-94', '81681-22']",02/15/2021
55210-60,2011,Software,Salt Lake City,United States,9,285776.588,58,"['113061-61', '156034-18', '222604-48', '42788-17', '458363-08', '55108-90', '56004-85', '59246-92', '99192-52']",02/09/2021
55211-41,2008,Commercial Services,Paris,France,8,460315.5392,3,"['10574-74', '11242-00', '11266-84', '11300-05', '11494-72', '11566-36', '41255-20', '58004-02']",02/02/2021
55212-94,2011,Software,San Francisco,United States,25,640981.6031,31,"['106009-48', '106056-73', '106083-73', '106097-68', '106128-82', '107752-33', '111506-59', '119012-05', '150767-02', '170084-35', '181009-27', '223671-34', '233424-82', '234334-36', '40420-36', '42988-78', '53998-03', '54886-96', '56157-94', '56178-64', '58988-17', '61972-57', '62577-19', '63736-39', '83135-44']",02/02/2021
55215-37,2007,Software,San Francisco,United States,8,641777.4858,1,"['105893-83', '111506-59', '49063-60', '51639-67', '52858-63', '54510-31', '55144-54', '55338-67']",02/22/2021
55217-17,2008,"Metals, Minerals and Mining",Natick,United States,4,703179.5024,1,"['12668-50', '40996-63', '51038-20', '64193-68']",02/22/2021
55217-26,2011,Healthcare Technology Systems,Portland,United States,1,609345.5018,66,"['10050-31', '160890-22', '267420-25']",02/22/2021
55218-97,2009,Software,Austin,United States,10,828501.0687,78,"['156772-27', '156774-07', '156775-15', '156775-96', '156776-95', '156777-31', '156777-76', '42728-77', '439550-74', '51150-16']",02/15/2021
55224-37,2012,Software,Irvine,United States,19,413960.033,17,"['106212-88', '11262-16', '11550-52', '128386-72', '222304-51', '267182-65', '42134-05', '50980-69', '53961-94', '54006-49', '54172-81', '55879-21', '56369-71', '57349-27', '60082-66', '62138-71', '64775-35', '65111-59', '98866-36']",02/22/2021
55225-90,2011,Software,San Mateo,United States,6,583721.578,45,"['107882-74', '11336-32', '228555-28', '42726-97', '52800-67', '53430-22']",02/02/2021
55225-99,2009,Commercial Products,Webster,United States,16,216301.2202,72,"['106116-94', '109392-49', '114726-97', '150277-87', '168590-98', '266089-06', '343239-04', '42999-58', '458146-27', '458146-36', '458146-54', '51150-16', '52371-91', '61568-83', '86870-53', '93870-82']",02/22/2021
55226-08,2007,Commercial Banks,Elgin,United States,1,313624.7179,22,['51150-16'],02/22/2021
55226-26,2007,Consumer Durables,Austin,United States,10,58528.5305,57,"['106504-66', '108097-75', '111918-79', '229087-18', '229088-17', '51149-80', '51150-16', '53291-08', '54388-09', '54597-34']",02/22/2021
55230-76,2012,Communications and Networking,Bloomington,United States,7,965828.6649,74,"['10643-23', '277705-00', '40779-28', '42727-69', '53296-75', '56101-24', '60547-06']",02/22/2021
55231-12,,Software,San Francisco,United States,12,93590.416,31,"['106116-94', '109314-01', '222336-91', '227783-26', '266110-12', '40784-32', '442420-48', '455237-11', '51755-50', '54858-70', '60322-69', '96644-53']",02/22/2021
55232-83,2011,Commercial Services,Helsinki,Finland,10,135593.6347,5,"['107516-53', '113149-81', '149992-21', '156126-16', '234989-38', '268009-21', '53661-79', '53707-15', '58153-60', '61926-40']",02/08/2021
55233-28,1993,Software,Ismaning,Germany,4,397612.3038,53,"['119406-07', '42883-84', '54714-97', '56793-61', '58281-85']",02/15/2021
55234-36,2011,Energy Services,Alameda,United States,16,616695.3858,30,"['10072-54', '10685-53', '10849-06', '11149-30', '11184-31', '11211-13', '11237-50', '11292-58', '11308-51', '12867-31', '149720-23', '170088-40', '173556-28', '53575-48', '54102-79', '56091-70']",02/22/2021
55234-54,2011,Software,Sunnyvale,United States,38,385420.6648,1,"['10381-33', '105863-23', '106036-75', '106296-67', '106399-90', '106410-16', '106498-99', '106549-48', '106625-17', '110390-41', '11165-50', '111727-00', '11191-96', '11229-04', '11279-08', '11356-84', '114494-68', '12421-90', '152963-11', '160610-32', '181700-29', '186811-30', '186997-87', '25338-70', '267480-10', '40420-36', '42715-00', '442259-02', '50901-94', '53407-63', '53452-18', '54172-81', '55055-17', '55436-86', '55889-20', '56833-03', '58496-86', '60315-22']",02/22/2021
55235-62,2006,Computer Hardware,Rochester,United States,6,817032.5712,25,"['169673-77', '51057-82', '51450-04', '52604-74', '53616-79', '55364-95']",02/08/2021
55236-97,2011,Software,Kirkland,United States,2,528180.4823,49,"['10782-55', '54014-77']",02/02/2021
55245-88,2008,Software,San Mateo,United States,17,22532.73715,21,"['10352-98', '111853-27', '11293-66', '119684-44', '156296-98', '158595-22', '230053-15', '234236-08', '265513-06', '41021-92', '53715-43', '54461-80', '65280-97', '84550-60', '87063-49', '97948-09', '97949-53']",02/22/2021
55246-60,2011,Transportation,Madrid,Spain,33,61511.02869,62,"['102495-16', '105863-23', '106135-57', '106223-32', '106342-57', '107181-37', '112982-32', '11335-42', '114495-22', '115071-40', '121756-15', '157001-05', '166304-08', '168590-98', '182897-38', '185886-37', '223377-85', '224252-47', '224252-65', '227193-49', '267222-43', '42999-58', '51061-87', '51189-94', '53452-18', '54220-06', '55254-79', '56260-72', '59079-61', '60101-74', '84098-35', '98035-30', '98035-66']",02/22/2021
55252-00,2001,Semiconductors,Cambridge,United Kingdom,24,721274.6007,51,"['10418-14', '10768-33', '11109-61', '11147-05', '11167-93', '11279-71', '11292-58', '11321-65', '11852-47', '160277-68', '160287-31', '187814-26', '226395-19', '25122-61', '41289-49', '41311-99', '431596-27', '51312-25', '52833-25', '54925-66', '55917-82', '56625-85', '56657-35', '60152-86']",02/02/2021
55252-09,1991,Software,Winchester,United Kingdom,1,894764.2085,29,['11200-24'],02/22/2021
55252-45,2001,Software,Pamplona,Spain,4,965480.2345,49,"['11109-61', '11119-15', '14784-13', '158201-83']",02/02/2021
55253-44,2008,Healthcare Technology Systems,New York,United States,6,991750.3099,68,"['10418-59', '10611-37', '106192-81', '11109-61', '170053-39', '53520-22']",02/22/2021
55262-53,2012,Software,Miami,United States,54,345996.1563,44,"['10045-81', '103971-88', '105893-83', '105961-15', '106137-64', '106487-65', '109170-64', '109338-67', '112982-32', '11321-29', '122472-10', '125107-93', '126400-24', '127538-56', '131276-89', '131277-16', '131277-34', '131277-61', '131277-88', '131277-97', '131278-15', '131278-42', '131278-51', '131278-69', '131278-87', '131279-14', '131279-23', '131279-41', '131279-59', '131279-86', '154862-38', '158246-47', '161138-17', '168481-54', '224253-01', '265524-13', '40380-22', '455158-90', '455159-17', '50933-44', '51006-88', '51472-63', '51639-67', '52247-62', '52370-29', '53345-44', '54344-62', '55182-97', '55462-51', '55929-97', '57173-50', '58036-51', '61688-62', '61689-25']",02/02/2021
55269-73,1999,Commercial Products,Palmyra,United States,4,230909.1132,68,"['118898-29', '150704-02', '51243-40', '52869-52']",02/22/2021
55275-76,1999,Healthcare Services,Melbourne,Australia,3,519026.7554,48,"['10836-28', '42713-74', '53228-80']",02/02/2021
55277-02,2002,Media,Pittsburgh,United States,9,108135.9967,50,"['10382-32', '107882-74', '11241-19', '165992-59', '222971-77', '225270-73', '265270-60', '42491-44', '54812-17']",02/02/2021
55278-19,2011,Software,London,United Kingdom,15,964262.9848,26,"['10028-71', '101921-50', '105967-99', '106308-82', '106331-41', '11106-37', '111146-86', '11268-55', '42937-30', '51700-69', '56571-13', '56571-40', '56607-22', '56986-21', '60098-14']",02/22/2021
55280-44,2009,Media,Stockholm,Sweden,17,304050.3851,20,"['10364-77', '105895-81', '106277-50', '112118-59', '11228-50', '149200-66', '149992-21', '157002-85', '161749-00', '165899-08', '166670-20', '167489-20', '40732-48', '49063-60', '52225-75', '61405-93', '83275-48']",02/02/2021
55284-22,2008,Commercial Services,Chicago,United States,16,912117.1046,16,"['100719-73', '107470-72', '11170-09', '11287-00', '123954-58', '42353-38', '436081-42', '51127-93', '52359-49', '53896-15', '54321-67', '54533-89', '54601-30', '54603-91', '55329-67', '91609-93']",02/15/2021
55285-21,2008,Transportation,Hyderabad,India,1,550300.4174,31,['51269-50'],02/02/2021
55286-38,2009,Software,San Francisco,United States,5,793391.5637,67,"['104549-23', '106464-52', '11171-44', '14140-09', '58996-09']",02/02/2021
55286-47,2008,Software,Pittsburgh,United States,6,608637.8193,29,"['10331-11', '12874-96', '188064-82', '52815-70', '53990-83', '57998-80']",02/09/2021
55287-28,2012,Software,San Francisco,United States,42,749041.1399,56,"['10120-60', '10382-32', '106019-47', '106040-71', '106062-40', '107882-74', '11171-44', '11191-96', '11313-73', '11315-62', '11333-26', '119684-44', '121331-71', '124315-39', '125873-02', '149720-23', '167492-08', '169461-64', '179753-23', '226072-18', '235010-89', '264916-63', '264985-66', '40995-55', '41372-74', '41716-90', '42873-94', '50980-60', '51625-90', '52698-07', '53737-66', '53738-11', '53858-62', '54726-76', '55333-18', '55346-95', '55876-42', '56091-70', '56871-91', '56916-01', '62138-71', '87063-49']",02/15/2021
55287-64,2012,Software,Redwood City,United States,41,566370.3195,42,"['105920-65', '105946-12', '105986-71', '106008-13', '106019-74', '106033-87', '106649-11', '109500-58', '110390-41', '111154-96', '111257-20', '11144-08', '11201-77', '11315-62', '125702-02', '125873-02', '149361-04', '149720-23', '152217-37', '180890-20', '224093-26', '232280-20', '277615-72', '40767-13', '40829-14', '41716-90', '43140-61', '51625-90', '53004-43', '53858-62', '54650-62', '55876-42', '56096-29', '57595-51', '57697-12', '60082-66', '60361-75', '61655-59', '61755-31', '62227-09', '66036-07']",02/22/2021
55290-43,2008,Software,Barcelona,Spain,6,466844.4483,74,"['11151-01', '11280-34', '51410-53', '54497-26', '58643-47', '66331-72']",02/02/2021
55295-74,,Commercial Services,Chicago,United States,7,840491.6706,46,"['11254-96', '40380-31', '51004-81', '51147-10', '54220-69', '56493-46', '57944-35']",02/02/2021
55301-23,2008,Consumer Durables,Issy-les-Moulineaux,France,5,650131.0677,78,"['42365-62', '43134-67', '438932-44', '56092-96', '61409-80']",02/15/2021
55304-29,2011,Computer Hardware,Somerville,United States,29,718224.3744,21,"['105893-83', '106014-52', '106040-17', '106041-70', '106076-35', '106091-65', '106312-15', '106513-12', '107910-19', '11251-81', '11274-04', '120547-90', '126391-60', '156295-45', '228034-36', '25163-02', '25915-87', '40829-14', '42240-79', '50980-24', '51022-00', '51033-07', '51249-34', '51322-24', '51639-67', '51768-10', '54556-57', '55271-44', '62571-52']",02/02/2021
55304-74,2010,Software,Nantes,France,9,554835.5724,17,"['105851-98', '106076-35', '11106-37', '11108-17', '11268-64', '120641-50', '51022-00', '58004-02', '64224-28']",02/02/2021
55305-37,2010,Retail,Paris,France,17,404897.4444,36,"['10028-71', '106076-35', '106581-07', '11298-16', '11323-45', '11338-84', '114918-94', '119280-79', '14141-98', '169523-74', '222139-18', '51022-00', '53543-53', '54685-27', '63264-88', '64089-73', '98578-90']",02/09/2021
55306-99,2009,Software,Paris,France,14,330538.4513,44,"['105760-81', '106070-14', '106076-35', '11106-37', '11180-08', '267545-53', '42269-77', '51022-00', '57542-59', '58004-02', '58662-37', '59206-06', '60217-57', '89145-37']",02/02/2021
55307-17,2001,Software,San Diego,United States,6,828964.9602,62,"['11216-80', '11324-17', '120508-30', '52296-76', '54704-62', '63987-22']",02/22/2021
55310-41,2011,Software,Stockholm,Sweden,3,861977.3012,11,"['168647-23', '51022-00', '60343-75']",02/22/2021
55313-29,2010,Commercial Services,Detroit,United States,11,390299.4609,59,"['10453-33', '106072-21', '11258-29', '11284-93', '120287-26', '178356-25', '43058-08', '51019-93', '51504-22', '52524-82', '56010-97']",02/22/2021
55313-92,2008,Commercial Services,Peoria,United States,1,918859.9843,39,['52359-49'],02/22/2021
55315-09,2008,Semiconductors,Kfar-Netter,Israel,18,637417.5461,65,"['10630-27', '11197-00', '11230-12', '11247-40', '11329-48', '135286-03', '161154-64', '162077-68', '178896-34', '264691-81', '41518-00', '52678-36', '53003-26', '54068-23', '54173-98', '56345-95', '59168-98', '63940-87']",02/02/2021
55315-54,2001,Communications and Networking,Yokneam,Israel,14,663218.6867,52,"['100597-87', '10134-73', '11129-59', '11197-00', '11262-61', '11274-40', '11328-67', '11329-48', '163274-95', '164075-14', '168021-82', '51167-62', '51204-16', '51219-01']",02/02/2021
55315-90,2005,Computer Hardware,Rehovot,Israel,17,310255.8411,72,"['10708-39', '10765-99', '11111-14', '111779-02', '11197-00', '11416-15', '154894-15', '164944-18', '168021-82', '25163-02', '40844-44', '51360-40', '56084-32', '56375-83', '60104-89', '65360-98', '98673-13']",02/02/2021
55316-26,2004,Software,Petach-Tikva,Israel,12,953811.3314,57,"['10765-99', '11197-00', '11224-18', '11572-30', '11851-57', '12420-01', '161646-04', '222565-15', '41685-40', '53285-05', '58774-60', '85924-81']",02/22/2021
55319-41,2010,Computer Hardware,La Jolla,United States,16,854538.8823,37,"['10322-83', '106695-28', '114479-65', '125784-73', '40996-63', '41393-26', '53581-87', '54337-06', '54637-84', '56260-99', '56392-93', '60059-80', '61910-11', '61910-20', '62658-10', '95911-30']",02/02/2021
55319-68,2009,Commercial Services,New York,United States,52,677603.9029,53,"['10025-47', '10043-83', '10045-81', '10297-90', '10474-57', '10521-55', '105958-45', '105974-83', '106006-42', '106054-39', '106060-33', '106070-32', '106113-43', '106197-49', '106267-78', '106281-19', '106396-03', '106429-51', '106590-43', '107516-53', '108358-57', '110172-25', '11158-39', '11201-77', '11211-13', '11211-40', '11326-33', '11331-10', '13240-18', '13346-29', '14146-84', '149361-04', '179487-73', '186818-23', '230131-36', '234851-32', '454368-16', '52353-46', '52719-22', '53451-01', '53738-11', '53878-06', '53933-14', '54134-74', '54556-57', '55325-26', '56122-48', '56833-03', '56871-91', '60082-66', '61540-12', '63736-39']",02/22/2021
55319-77,2007,Services (Non-Financial),Berlin,Germany,6,335428.8042,49,"['10767-16', '25380-82', '53284-51', '56605-06', '57814-66', '66348-91']",02/22/2021
55323-82,2009,Media,New York,United States,31,171981.9431,23,"['106021-81', '106104-43', '106625-17', '107752-33', '109187-02', '109231-48', '110966-59', '11165-23', '11290-51', '11315-62', '119880-82', '120913-21', '122866-57', '139365-19', '168590-98', '43140-61', '51006-88', '51762-25', '52107-58', '52225-66', '52681-42', '53715-43', '53782-03', '54726-76', '55889-20', '56004-85', '56395-81', '56827-00', '60619-78', '63689-14', '64496-80']",02/22/2021
55326-43,2009,Software,New Orleans,United States,10,526461.8292,35,"['12429-28', '156736-99', '42155-83', '51259-87', '52166-62', '52687-99', '54952-75', '55459-00', '55509-49', '56089-63']",02/02/2021
55326-52,2010,Healthcare Technology Systems,Nashville,United States,11,595333.1395,64,"['12388-87', '51094-99', '51658-84', '54482-95', '54677-62', '54952-75', '55296-28', '63711-28', '66199-96', '88098-04', '99919-27']",02/02/2021
55328-14,2009,Consumer Durables,Saint Louis,United States,8,526630.7278,24,"['158422-69', '51127-93', '51738-58', '52158-25', '52359-49', '52506-82', '54331-57', '55329-67']",02/02/2021
55329-22,2011,Software,Burlingame,United States,20,567300.5537,67,"['105891-04', '105918-31', '105976-18', '106035-94', '106123-96', '106164-91', '106205-86', '106479-10', '107882-74', '11248-21', '11261-89', '11307-34', '120393-73', '126152-11', '154225-27', '179753-23', '51006-88', '51639-76', '55766-17', '64416-25']",02/09/2021
55329-31,1997,Software,Philadelphia,United States,4,733696.2068,36,"['11269-90', '11614-24', '26321-68', '52353-46']",02/02/2021
55330-03,2008,Software,Toronto,Canada,8,217050.7452,78,"['108358-57', '161348-68', '167089-69', '234330-13', '51006-88', '55333-36', '62881-93', '90649-36']",02/15/2021
55332-64,2011,Software,Eightrium,Singapore,2,707301.0317,27,"['51741-19', '99609-31']",02/22/2021
55334-26,2010,Software,New York,United States,5,256147.6962,38,"['10404-46', '12221-74', '185959-36', '42134-05', '53381-71']",02/02/2021
55336-69,2012,Services (Non-Financial),San Francisco,United States,23,941428.3846,33,"['10014-49', '105920-65', '11043-28', '11124-64', '11191-87', '11191-96', '11228-50', '11251-81', '11776-33', '118868-32', '118987-66', '13238-29', '158932-99', '185194-90', '231561-91', '41716-90', '52815-70', '53775-82', '54701-56', '61025-41', '64182-25', '83579-14', '97989-67']",02/15/2021
55342-00,2008,Software,Dallas,United States,7,824349.8672,29,"['10242-91', '11297-98', '266582-44', '52639-57', '54582-49', '57935-35', '61523-83']",02/15/2021
55343-08,2011,Software,Berkeley,United States,20,280808.7408,16,"['101590-03', '105880-24', '106008-13', '106094-98', '106312-24', '106514-38', '11110-24', '11261-89', '11321-29', '118790-74', '125780-50', '131234-95', '159451-93', '166984-39', '229116-97', '51563-35', '51639-76', '56613-25', '58988-80', '99714-43']",02/22/2021
55344-88,2012,Software,San Francisco,United States,12,200987.3155,60,"['105930-91', '105961-15', '106054-30', '106641-82', '11321-29', '119903-32', '153052-75', '168590-98', '222781-33', '222782-68', '40420-36', '50980-60']",02/22/2021
55346-95,2012,Software,Oakland,United States,20,615958.5955,19,"['100276-12', '10042-21', '105846-85', '105862-33', '106321-06', '107516-53', '108358-57', '11270-53', '11600-02', '120863-08', '12480-49', '166304-08', '184803-49', '223028-11', '40782-16', '42443-20', '43058-08', '433184-95', '50987-89', '56021-59']",02/22/2021
55347-04,2011,Software,Los Angeles,United States,21,511278.2088,40,"['10410-67', '10618-93', '106212-88', '106354-45', '106628-05', '11201-59', '119095-39', '149803-03', '150979-42', '153446-50', '187651-45', '229173-31', '54543-16', '54673-30', '54704-44', '54843-67', '55466-02', '55956-25', '56562-04', '61604-65', '62279-47']",02/22/2021
55354-42,2001,Commercial Products,San Jose,United States,9,57445.86662,0,"['11220-13', '11292-58', '114726-97', '11608-75', '180499-69', '50946-31', '51074-11', '51281-47', '81906-40']",02/22/2021
55358-29,2010,Software,Beverly Hills,United States,4,165957.2684,78,"['11126-71', '125253-82', '158846-41', '53738-56']",02/08/2021
55359-82,2009,Commercial Products,Canton,United States,15,380436.1911,62,"['11614-24', '149803-12', '178356-25', '179854-30', '51038-20', '51504-22', '51504-31', '52359-76', '52359-85', '54195-67', '54379-45', '54882-01', '55953-73', '62350-30', '96884-56']",02/02/2021
55361-62,2012,Software,Gent,Belgium,12,575748.0619,22,"['10078-12', '105939-01', '107161-12', '11106-37', '11145-52', '25288-48', '51251-14', '54172-81', '54201-61', '55362-70', '55362-79', '60017-23']",02/02/2021
55362-16,2009,Software,Denver,United States,32,418753.2805,36,"['10134-73', '10463-23', '10555-48', '106287-13', '10818-82', '11169-82', '11171-44', '11184-67', '11208-16', '11210-32', '11215-63', '11220-22', '11246-86', '11251-81', '11261-53', '11279-08', '11577-97', '11867-23', '12261-07', '126812-62', '162301-60', '166684-42', '178389-28', '227341-90', '25283-80', '40391-47', '40431-25', '40783-15', '50896-36', '52225-66', '53560-63', '90547-48']",02/22/2021
55363-15,1999,Media,Mumbai,India,4,769084.1244,77,"['10134-73', '109302-04', '11220-13', '51401-80']",02/22/2021
55364-77,2005,Commercial Products,Galesburg,United States,16,476603.2156,18,"['101830-69', '11256-85', '120708-19', '122435-65', '25292-08', '455118-76', '455119-03', '50911-66', '51057-82', '51487-66', '51507-64', '55364-95', '55365-40', '56047-24', '65595-70', '90200-26']",02/22/2021
55366-21,2001,Software,Hunt Valley,United States,5,698435.3741,69,"['11166-76', '11220-04', '11243-89', '126495-73', '52753-96']",02/02/2021
55367-29,2007,Commercial Transportation,Quebec City,Canada,11,87101.26105,4,"['106946-92', '11221-93', '11605-96', '25342-39', '51986-26', '52664-50', '52775-83', '53739-64', '54197-29', '56595-16', '60425-74']",02/09/2021
55367-47,2009,Media,New York,United States,29,500374.9033,72,"['105880-24', '105992-92', '106008-13', '106033-87', '106035-94', '106094-98', '106104-79', '106114-06', '106146-46', '106413-40', '106534-99', '11284-93', '112889-26', '11300-50', '121955-23', '167663-35', '184097-44', '185007-52', '40420-36', '41716-90', '50980-69', '51007-51', '51595-21', '52524-82', '52984-99', '54726-76', '55481-05', '62276-41', '83593-36']",02/02/2021
55369-99,2012,Software,San Francisco,United States,32,13327.08335,36,"['10139-41', '10357-03', '10453-33', '106257-52', '106558-66', '106601-77', '11191-96', '11216-26', '123068-98', '126374-59', '163102-96', '170957-26', '183656-44', '186811-30', '187980-13', '224392-60', '233777-44', '268308-19', '277245-10', '40668-76', '41188-60', '433026-46', '51001-57', '51662-62', '53715-43', '53807-59', '54650-62', '55061-65', '57826-54', '60082-66', '64503-19', '66392-11']",02/22/2021
55373-23,2012,Commercial Services,New York,United States,7,147677.563,21,"['11220-22', '265433-95', '40420-36', '42715-00', '51006-88', '52858-63', '59248-09']",02/22/2021
55377-55,2012,Commercial Services,New York,United States,13,642985.0262,77,"['106029-28', '11108-35', '11160-91', '11174-86', '11179-18', '11323-45', '230497-75', '46194-67', '49063-60', '51017-50', '51089-77', '51594-22', '52239-34']",02/08/2021
55377-73,,Healthcare Technology Systems,Los Angeles,United States,18,30170.97129,55,"['106618-78', '11253-52', '11261-53', '112885-48', '112886-20', '112886-29', '112886-56', '112886-83', '112887-37', '118683-73', '123318-19', '125875-81', '268046-92', '51726-52', '61078-69', '62623-18', '62638-57', '65072-62']",02/15/2021
55381-51,2010,Communications and Networking,Paris,France,18,283094.5714,35,"['10028-71', '10634-68', '11106-37', '11134-36', '12072-34', '123625-45', '42121-09', '51056-11', '51206-95', '53526-43', '56790-19', '58004-02', '59000-59', '60940-81', '61438-87', '65064-07', '97088-23', '97828-84']",02/22/2021
55381-78,2012,Software,Portland,United States,12,673047.1538,74,"['10241-38', '105998-41', '106083-64', '11174-86', '11282-32', '11330-83', '11331-91', '148620-25', '156736-99', '184557-16', '56473-57', '64416-25']",02/22/2021
55381-87,2012,Commercial Services,New York,United States,2,624272.2264,45,"['50980-24', '55027-90']",02/22/2021
55393-39,2009,Software,Uppsala,Sweden,4,149792.5297,51,"['11183-95', '11193-31', '11211-76', '228319-66']",02/22/2021
55393-75,,Software,San Francisco,United States,10,56759.50703,76,"['102063-43', '106072-21', '107882-74', '11282-32', '234724-24', '50946-31', '51126-40', '56010-97', '56336-41', '58471-12']",02/08/2021
55394-92,2007,Media,Doral,United States,2,480629.028,47,"['11309-41', '53733-52']",02/02/2021
55396-09,2002,Healthcare Devices and Supplies,Erie,United States,4,692922.0376,42,"['11211-22', '11212-12', '42491-44', '53279-47']",02/22/2021
55397-53,2012,Software,Santa Clara,United States,5,928252.2899,8,"['10463-23', '11248-21', '178361-20', '399544-21', '51586-39']",02/22/2021
55400-50,2008,Services (Non-Financial),Seattle,United States,19,913573.9583,2,"['105876-55', '106015-06', '106174-18', '106547-77', '10754-47', '11114-47', '11174-86', '11191-96', '11281-42', '182462-95', '42520-06', '42715-00', '49063-60', '52815-70', '52858-63', '53004-70', '53906-41', '57828-52', '61272-19']",02/02/2021
55401-40,2012,Other Financial Services,Oakland,United States,37,104437.2438,79,"['10444-24', '105890-77', '105904-27', '105940-36', '106088-23', '106114-06', '106145-47', '106146-46', '106310-08', '106382-62', '106625-17', '10727-11', '110937-70', '11228-50', '118436-23', '119089-18', '119671-30', '153550-27', '222126-94', '267353-11', '40420-36', '40995-55', '41716-90', '43003-54', '49063-60', '50943-70', '50980-60', '51048-46', '51639-67', '52173-28', '53715-43', '54345-79', '54726-76', '57585-88', '60139-90', '83593-36', '93311-02']",02/02/2021
55402-75,2005,Services (Non-Financial),Vancouver,Canada,4,716885.9452,52,"['106105-87', '106332-58', '42723-82', '56048-77']",02/22/2021
55404-37,2009,Agriculture,Montreal,Canada,6,155014.7222,25,"['108253-36', '221607-28', '40801-15', '52775-83', '55407-07', '99469-18']",02/22/2021
55408-69,2010,Commercial Products,Moscow,Russia,4,413455.9976,22,"['167271-04', '42369-85', '51273-01', '51501-97']",02/22/2021
55410-13,2010,Software,San Francisco,United States,2,727250.5615,10,"['10638-19', '40829-14']",02/15/2021
55417-69,2006,Software,Salt Lake City,United States,3,573237.9882,59,"['118594-36', '42741-91', '42788-17']",02/02/2021
55418-23,1999,Retail,White Plains,United States,1,424580.2353,4,['82762-12'],02/22/2021
55420-12,2011,"Restaurants, Hotels and Leisure",San Francisco,United States,40,90821.05898,15,"['105901-66', '106039-45', '106125-94', '106207-30', '106264-36', '106420-33', '106545-70', '106566-13', '109977-49', '110204-11', '11227-60', '112300-21', '112491-19', '114168-97', '121032-10', '124319-53', '125768-26', '135887-86', '161715-25', '163315-18', '163378-45', '170394-04', '187980-13', '188083-45', '223041-07', '233424-82', '234015-40', '42864-40', '438315-22', '50980-60', '51768-10', '52370-29', '53807-59', '54134-74', '54998-83', '55956-25', '56479-33', '60007-78', '61272-19', '65426-41']",02/22/2021
55420-48,1992,Commercial Products,Montevideo,Uruguay,7,578002.8091,10,"['105928-30', '106135-03', '10759-78', '11129-23', '11295-73', '185886-37', '43004-62']",02/22/2021
55422-73,2011,Software,San Francisco,United States,20,555584.6996,61,"['105890-77', '106054-30', '106091-65', '106114-06', '106182-91', '106519-15', '106568-74', '111971-35', '11227-60', '114033-79', '124844-50', '155834-29', '266573-17', '40420-36', '41716-90', '42284-62', '54726-76', '54886-96', '55271-44', '58996-09']",02/02/2021
55423-72,2012,Software,Cork,Ireland,7,63858.8735,37,"['11105-29', '122134-87', '42282-46', '52338-79', '54169-03', '55296-37', '97661-89']",02/22/2021
55429-12,2011,Software,Mountain View,United States,23,738472.8944,20,"['103892-68', '105535-18', '106146-46', '106570-00', '108041-14', '111506-59', '11242-54', '114670-27', '118911-07', '160744-06', '164961-64', '267572-71', '51165-73', '52206-76', '52815-70', '53858-62', '54252-01', '54345-34', '55430-02', '55430-29', '55430-38', '57349-27', '58386-79']",02/02/2021
55436-50,2011,Software,Irvine,United States,4,550091.1128,0,"['100597-87', '11851-66', '52362-91', '59613-13']",02/22/2021
55437-22,2007,Commercial Products,Bangalore,India,5,940745.5902,46,"['11114-38', '11279-08', '157664-17', '166986-19', '54197-38']",02/02/2021
55445-41,,Media,San Francisco,United States,1,963827.0178,70,"['266178-34', '454553-38']",02/09/2021
55446-58,2012,Commercial Services,San Francisco,United States,52,876880.7547,69,"['10072-54', '10123-03', '10366-57', '10537-48', '105857-20', '105859-36', '105890-77', '105967-00', '105974-65', '106125-76', '106503-49', '106568-74', '10925-02', '109859-05', '11135-71', '11174-86', '11227-60', '11228-50', '11295-73', '11323-27', '118632-34', '119671-30', '124315-39', '140676-31', '154449-64', '166301-20', '224342-83', '231918-76', '40420-36', '40773-97', '41716-90', '42873-94', '433050-67', '434971-90', '439802-74', '50980-60', '51048-46', '51625-90', '53004-43', '53737-66', '54556-57', '54726-76', '54886-96', '55869-04', '56059-66', '56091-70', '56613-25', '56819-98', '57318-31', '58369-96', '61568-92', '64452-61']",02/22/2021
55449-19,,Software,San Francisco,United States,13,408516.0637,58,"['100719-73', '103536-01', '106113-79', '106240-69', '107882-74', '11220-22', '11248-21', '169642-54', '41320-36', '51254-02', '51639-76', '52495-12', '87825-43']",02/15/2021
55451-98,2010,Software,Dallas,United States,8,415094.2632,30,"['10074-61', '11184-49', '166690-90', '182433-16', '54650-62', '59366-98', '59897-08', '61051-06']",02/22/2021
55453-15,2011,Software,Las Vegas,United States,6,505605.4037,69,"['10625-14', '11165-50', '11223-28', '11335-42', '183715-30', '41949-28']",02/08/2021
